"This Cart2Quote license does not allow for API access","This Cart2Quote license does not allow for API access"
"Creating a quote pdf is not allowed for the registered license, please upgrade to a higher edition.","Creating a quote pdf is not allowed for the registered license, please upgrade to a higher edition."
"Error[9001]: Unable to submit quote, please login to request a quote.","Error[9001]: Unable to submit quote, please login to request a quote."
"Optional items are not allowed for this license, please upgrade to a higher edition.","Optional items are not allowed for this license, please upgrade to a higher edition."
"Editing the Quote Status is not allowed for this license, please upgrade to a higher edition.","Editing the Quote Status is not allowed for this license, please upgrade to a higher edition."
"Editing a quote is not allowed for this license, please upgrade to a higher edition.","Editing a quote is not allowed for this license, please upgrade to a higher edition."
"Thanks for trying Cart2Quote. We hope you have been enjoying your free trial. To continue receiving, accessing and processing quote requests visit our Editions & Prices page [https://www.cart2quote.com/magento2-quotation-module-editions.html] to purchase a Cart2Quote license.","Thanks for trying Cart2Quote. We hope you have been enjoying your free trial. To continue receiving, accessing and processing quote requests visit our Editions & Prices page [https://www.cart2quote.com/magento2-quotation-module-editions.html] to purchase a Cart2Quote license."
